link_repository,titles,authors,years,abstracts_in,abstracts_en,keywords
http://etd.repository.ugm.ac.id/home/detail_pencarian/181923,VALUASI OBLIGASI DENGAN KUPON SATU PERIODE BERDASARKAN REVISED FIRST PASSAGE TIME,"NURPATMA HERLI APRIANI, Dr. Abdurakhman, S.Si, M.Si",2019 | Skripsi | S1 STATISTIKA,"Obligasi merupakan salah satu instrumen keuangan yang merupakan suatu pernyataan utang dari penerbit obligasi kepada pemegang obligasi beserta janji untuk membayar kembali pokok utang beserta bunganya pada saat jatuh tempo.  Sekuritas obligasi merupakan investasi berpendapatan tetap (fixed income securities) karena keuntungan yang diberikan kepada investor obligasi didasarkan pada tingkat suku bunga yang telah ditentukan sebelumnya. Investasi obligasi selain menghasilkan pendapatan juga memberikan potensi risiko investasi. Salah satu risiko investasi obligasi adalah risiko kredit. Risiko kredit (credit risk) adalah risiko kerugian yang disebabkan suatu perusahaan gagal membayar hutangnya pada saat jatuh tempo sehingga dapat dinyatakan bangkrut (default). Berdasarkan beberapa permasalahan di atas, pada penelitian ini dikembangkan valuasi obligasi dengan kupon satu periode Revised First Passage Time. Hasil dari penelitian ini adalah perumusan nilai ekuitas, liabilitas, dan probabilitas kebangkrutan perusahaan saat jatuh tempo obligasi. Studi empiris dilakukan pada data obligasi korporasi PT Maybank Indonesia Tahun 2019 Seri A dan Seri B dengan nilai face value sebesar 650 Milyar dan 350 Milyar. Nilai probabilitas kebangkrutan sebesar 4,439718E-39 dan 2,545973E-28 mengindikasikan bahwa PT Maybank Indonesia Tbk dianggap masih dapat memenuhi pembayaran kewajibannya pada April 2022 dan April 2024.","Bond is one of the financial instrument that consist of the debt letter from issuer to bondholder including the date for paying the debt value and coupon as they mature. Bond investment is fixed-income securities because the profit given to bond investors is depended on interest rate level which has been set earlier. Not only generating income, bond investment also brings investment risk potential. One of bond investment risks is credit risk. Credit risk is risk of loss which is caused by company failure to pay debt in the maturity time thus it is considered bankrupt. Based on a couple of previously stated problems, valuation of coupon bond based on Revised First Passage Time. The result of this research is the formulation of equity value, liability value, and probability of company default in the bond maturity time. An empirical study using corporate bond of PT Maybank Indonesia Tbk Series A and Series B with 650 billion and 350 billion face values. Values of Probability of Default 4,439718E-39  and 2,545973E-28 prove that PT Maybank Indonesia still can pay the principal of the bond at April 2022 and April 2024.","Kata Kunci : Revised First Passage Time, ekuitas, liabilitas, dan probabilitas kebangkrutan."
http://etd.repository.ugm.ac.id/home/detail_pencarian/172725,Grafik Pengendali Poisson Progressive Mean,"AYU FITRI NUR H, Drs. Zulaela, Dipl.Med.Stats., M.Si.",2019 | Skripsi | S1 STATISTIKA,Kualitas produk merupakan hal yang sangat penting bagi perusahaan. Kualitas produk dapat dipengaruhi saat proses produksi maupun distribusi. Analisis yang digunakan untuk mengetahui kualitas produk adalah pengendalian kualitas statistik. Salah satu alat yang dapat digunakan dalam pengendalian kualitas statistik adalah grafik pengendali. Grafik pengendali c biasa digunakan untuk memonitor ketidaksesuaian dari proses produksi yang berdasarkan distribusi Poisson. Terdapat alternatif grafik pengendali lain untuk memonitor banyaknya ketidaksesuaian dari proses produksi yang berdasarkan distribusi Poisson yang lebih efisien dari grafik pengendali c yaitu grafik pengendali Poisson Progressive Mean. Grafik pengendali Poisson Progressive Mean akan menjadi fokus pembahasan pada skripsi ini. Tingkat sensitivitas grafik pengendali c dan Poisson Progressive Mean dapat dilihat pada hasil grafik pengendali dan Average Run Length (ARL). Hasil perbandingan tersebut diperoleh bahwa grafik pengendali Poisson Progressive Mean lebih sensitif dibandingkan dengan grafik pengendali u dalam memonitor rata-rata banyak ketidaksesuaian per unit pada proses produksi.,Product quality is very important for the company. Product quality can be affected during the production and distribution process. The analysis used to find out the quality product is statistical quality control. A tool that can be used in statictical quality control is control chart. U-chart usually used to monitor the number of nonconformities on a unit of a process based on Poisson distribution. There is an alternative control chart that used to monitor the number of nonconformities on a unit of a process based on Poisson distribution that more efficient than u control chart which is Poisson Progressive Mean control chart. Poisson Progressive Mean control chart will be the focus of discussion on this thesis. The sensitivity level of the control chart u and Poisson Progressive Mean can be seen in the results of the control chart and Average Run Length (ARL). The comparison results are obtained that the Progressive Mean Poisson controller chart is more sensitive than the control chart u in monitoring the average number of incompatibilities per unit of the production process.,"Kata Kunci : control chart, Poisson Progressive Mean, Average Run Length, ARL"
http://etd.repository.ugm.ac.id/home/detail_pencarian/171449,Estimasi LTS dan Estimasi LMS Pada Regresi Robust Linear,"SIFAULU DUHA, Drs. Zulaela, Dipl.Med.Stats., M.Si",2019 | Skripsi | S1 STATISTIKA,"Analisis regresi linear merupakan analisis statistik yang bertujuan untuk mengetahui hubungan antar variabel. Salah satu metode untuk mengestimasi parameter regresi linear adalah metode kuadrat terkecil. Diketahui bahwa estimasi metode kuadrat terkecil merupakan metode yang relatif lebih mudah, metode ini memiliki asumsi klasik yang harus dipenuhi, salah satunya residual yang berdistribusi normal. Pada kenyataannya masih terdapat data yang tidak memenuhi asumsi klasik tersebut, sehingga estimasi metode kuadrat terkecil tidak tepat digunakan. Skripsi ini membahas perbandingan dua estimasi robust pada regresi linear sebagai estimasi alternatif dari metode kuadrat terkecil saat residual tidak berdistribusi normal yakni saat data terkontaminasi dengan outlier. Metode estimasi robust dapat mengatasi outlier dengan mencocokkan model regresi dengan sebagian besar data, sehingga analisis regresi dengan estimasi robust dapat menghasilkan estimasi yang adaptif terhadap outlier. Metode estimasi yang digunakan dalam skripsi ini adalah estimasi least trimmed square (LTS) dan estimasi least median square (LMS). Data yang digunakan adalah data kadar kolesterol seseorang di Balai Laboratorium Kesehatan Yogyakarta tahun 2016 hubungannya dengan variabel HDL, LDL dan Trigliserida. Diperoleh hasil bahwa kedua estimasi robust lebih baik dari estimasi kuadrat terkecil berdasarka standard error yang lebih kecil. Di antara kedua estimasi robust diperoleh bahwa estimasi LTS lebih baik dari estimasi LMS berdasarkan efisiensi variansi parameter.","Linear regression analysis is a statistical analysis that aims to determine the relationship between variables. One method for estimating linear regression parameters is the least squares method. It is known that the estimation of the least squares method is a relatively easier method, this method has a classic assumption that must be fulfilled, one of which is a residual that is normally distributed. In fact, there are still data that do not fulfill the classical assumptions, so the estimation of the least squares method is not appropriate to use. This paper discusses the comparison of two robust estimates of linear regression as an alternative estimate of the least squares method when the residual is not normally distributed, i.e when the data is contaminated with outliers. Robust estimation method can overcome outliers by matching regression models with most data, so that regression analysis with robust estimation can produce estimates that are adaptive to outliers. The estimation method used in this paper is the least trimmed square (LTS) estimate and least median square (LMS) estimation. The data used is a person's cholesterol level data at the Yogyakarta Health Laboratory Center in 2016 in relation to the variables HDL, LDL and Triglycerides. The results obtained by the two robust estimates are better than the least squares estimation based on a smaller standard error. Between the two robust estimates, it is obtained that the LTS estimation is better than the LMS estimation based on the efficiency of the variance parameters.","Kata Kunci : outlier, robust, estimasi LTS, estimasi LMS"
http://etd.repository.ugm.ac.id/home/detail_pencarian/174532,Valuasi Obligasi Berbasis Transformasi Fast-Fourier,"HENI PUSPITASARI, Dr. Abdurakhman, M.Si.",2019 | Skripsi | S1 STATISTIKA,"Obligasi merupakan salah satu bentuk investasi yang memberikan pendapatan tetap kepada investor sesuai dengan waktu yang disepakati. Akan tetapi, dalam obligasi terdapat resiko kredit. Resiko kredit adalah resiko berupa perusahaan penerbit obligasi mengalami kesulitan dalam pembayaran kewajiban saat jatuh tempo. Untuk mengatasi hal tersebut, Merton pada tahun 1974 memperkenalkan valuasi obligasi dengan menerapkan metode perhitungan opsi Black-Scholes, dimana return aset diasumsikan berdistribusi normal. Dalam investasi nyata, terdapat return aset yang tidak berdistribusi normal. Model Transformasi Fast-Fourier dikembangkan sebagai solusi dari masalah tersebut. Model Transformasi Fast-Fourier merupakan transformasi yang memiliki fungsi karakteristik. Dalam model ini digunakan fungsi karakteristik Gamma Varians yang mampu menangkap perilaku logreturn yang tidak berdistribusi normal.","Bonds are a form of investment that provides fixed income to investors according to the contract time. There are credit risks in bonds. Credit risk is a risk of issuing company having difficulties in paying debt at maturity. To anticipate that, Merton in 1963 introduced bond valuation by applying the Black- Scholes option formula, where asset returns are assumed to be normally distributed. In real investment, not all of the asset returns are normally distributed. The Fast-Fourier Transformation Model was developed as a solution to this problem. The Fast-Fourier Transformation Model is an transformation that has a characteristic function. In this model, the characteristic function of Gamma Variance is used which is able to capture logreturn behavior that do not follow a normal distribution.","Kata Kunci : Valuasi Obligasi, Transformasi Fast-Fourier, Gamma Varians"
http://etd.repository.ugm.ac.id/home/detail_pencarian/175305,FUSI SKOR BIOMETRIK MENGGUNAKAN REGRESI ISOTONIK,"Muhammad Rizky Mangkuwidjaya, Dr. Nanang Susyanto, S.Si., M.Sc.",2019 | Skripsi | S1 STATISTIKA,"Verifikasi biometrik adalah suatu sistem yang akan memutuskan apakah skor kemiripan antara dua sampel biometrik adalah skor yang diperoleh dari orang yang sama (genuine score) atau diperoleh dari orang yang berbeda (impostor score). Sistem uni biometrik yang memberikan kesimpulan hanya berdasarkan dari satu sumber informasi biometric memiliki keterbatasan yaitu kurangnya keunikan dari sifat biometric yang dipilih, noisy data dan spoof attack. Sistem multi biometric memadukan beberapa informasi biometrik sehingga dapat memberikan kinerja pengenalan yang lebih baik dan mengatasi keterbatasan dari system uni biometric.  Regresi isotonik adalah suatu model regresi yang digunakan untuk fungsi regresi yang berbentuk monoton naik. Regresi isotonic dapat memperkirakan peluang posterior untuk menerima H_1 sehingga dapat diganakan untuk menentukan likelihood ratio yang digunakan dalam pengambilan keputusan. Pengukuran performa metode ini dilakukan dengan membandingkan True Positive Rate (TPR) pada saat ditetapkan False Acceptance Rate (FAR) tertentu. Studi kasus menggunakan data publik NIST dan XM2VTS memberikan hasil metode ini unggul ketika digunakan pada clasiffier yang independen.","Biometric verification is a system that will determine whether the similarity score between two biometric samples is a score obtained from the same person (genuine score) or obtained from a different person (impostor score). The uni-biometric system that provides conclusions only from one biometric source that has limitations is the uniqueness of the selected biometric properties, noisy data and spoof attacks. Multi-biometric systems combine several biometric information that can provide better improvements and overcome the difficulties of uni-biometric system. Isotonic regression is a regression model used for regression function in the form of monotonically rising. Isotonic regression can estimate the posterior ratio to receive H_1 so that it can be applied to determine the likelihood ratio used in decision making. Measuring the performance of this method is done by comparing the True Positive Rate (TPR) when certain False Acceptance Rate (FAR) is set. Case studies using NIST and XM2VTS public data give the results of this method superior when used on independent clasiffier.","Kata Kunci : Fusi Biometrik, Likelihhod Ratio, Pooled Adjacent Violator Algorthm (PAVA), Regresi Isotonik."
http://etd.repository.ugm.ac.id/home/detail_pencarian/182729,APLIKASI REGRESI BINOMIAL NEGATIF DAN REGRESI POISSON INVERSE GAUSSIAN UNTUK MENANGANI OVERDISPERSI PADA DATA CACAH (Studi Kasus : Jumlah Kematian Ibu di Jawa Tengah Tahun 2017),"Windha Maytarizal, Drs. Zulaela, Dipl.Med.Stats., M.Si.",2019 | Skripsi | S1 STATISTIKA,"Angka kematian ibu merupakan salah satu target dalam program Sustainable Development Goals (SDGs) untuk mencapai tujuan menjamin kehidupan yang sehat dan mendorong kesejahteraan bagi semua orang di segala usia. Hal ini dikarenakan belum tercapainya target dalam pembangunan Millenium Development Goals (MDGs) yang berakhir pada tahun 2015. Di Jawa Tengah, angka kematian ibu sebesar 88,05 per 100.000 kelahiran hidup pada tahun 2017. Berbagai penelitian telah dilakukan untuk mengetahui faktor utama yang mempengaruhi jumlah kematian ibu sebagai upaya penanggulangan. Penelitian ini bertujuan untuk mendapatkan faktor-faktor apa saja yang mempengaruhi banyaknya jumlah kematian ibu di Jawa Tengah dengan membandingkan metode Poisson Inverse Gaussian Regression (PIGR) dan Negative Binomial Regression (NBR). PIGR dan NBR adalah metode yang digunakan ketika terjadi overdispersion pada regresi Poisson. Data yang digunakan dalam penelitian ini diperoleh dari Dinas Kesehatan dan Badan Pusat Statistik Provinsi Jawa Tengah yang meliputi jumlah kematian ibu di Jawa Tengah menurut Kabupaten/Kota beserta faktor-faktor yang diduga mempengaruhinya. Berdasarkan hasil analisis, model dari PIGR adalah model yang terbaik dibandingkan model dari regresi poisson dan NBR. Variabel yang mempengaruhi jumlah kematian ibu secara signifikan menurut model tersebut adalah persentase pelayanan kesehatan nifas, persentase ibu hamil melaksanakan program K1, dan persentase tenaga kesehatan.","The maternal mortality rate is one of the targets in the Sustainable Development Goals (SDGs) program to achieve the goal of ensuring a healthy life and encourage welfare for all people of all ages. This is due to the fact that targets in the Millennium Development Goals (MDGs) have not been completed in 2015. In Central Java, the maternal mortality rate was 88.05 per 100,000 live births in 2017. Various studies have previously been conducted to determine the main factors affecting the number of maternal death. This study aimed to obtain what factors that influence the number of maternal deaths in Central Java by comparing the Poisson Inverse Gaussian Regression (PIGR) and Negative Binomial Regression (NBR). PIGR and NBR are methods that have been used when the assumptions on Poisson Regression are not met due to overdispersion. The data used in this study was obtained from the Provincial Health Office and Central Bureau of Statistics of Central Java . Data contains the number of maternal deaths in Central Java by Regency / City and the factors that allegedly affect them. Based on the analysis, the model of PIGR is the best model compared to the model of Poisson regression and NBR. Variables that significantly affect the number of maternal deaths according to the model are the percentage of puerperal health services, the percentage of pregnant women implementing the K1 program, and the percentage of health workers.","Kata Kunci : Overdispersi, AIC, PIGR, NBR, Angka Kematian Ibu, dan Regresi Poisson"
http://etd.repository.ugm.ac.id/home/detail_pencarian/171723,Sistem Bonus Malus Tergeneralisasi dengan Frekuensi Klaim Berdistribusi Binomial Negatif dan Besar Klaim Berdistribusi Pareto,"Fransiska Eygenio, Danang Teguh Qoyyimi, M.Sc., Ph.D.",2019 | Skripsi | S1 STATISTIKA,"Sistem Bonus-Malus adalah suatu sistem perhitungan premi yang disesuaikan atas dasar pengalaman klaim dari setiap pemegang polis. Sistem Bonus-Malus optimal merupakan sistem dimana pemegang polis yang telah mengajukan satu klaim atau lebih akan dikenakan hukuman (malus) berupa kenaikan premi, sedangkan bagi pemegang polis yang tidak mengajukan klaim akan diberikan penghargaan berupa penurunan premi di periode berikutnya. Selain mendorong pemegang polis asuransi kendaraan bermotor untuk mengemudi dengan hati-hati, sistem ini bertujuan untuk menilai risiko individu dengan lebih baik. Pada skripsi ini akan dibahas mengenai desain sistem Bonus-Malus tergeneralisasi dengan frekuensi klaim berdistribusi binomial negatif dan besar klaim berdistribusi Pareto pada asuransi kendaraan bermotor. Estimasi parameter untuk komponen frekuensi klaim diperoleh menggunakan metode maksimum likelihood dan estimasi parameter komponen besar klaim diperoleh menggunakan metode quasi-likelihood. Dalam pembentukan tabel premi, digunakan metode Bayesian. Berdasarkan studi kasus dengan data polis asuransi kendaraan bermotor tahun 2014 perusahaan asuransi Jasindo, sistem Bonus Malus tergeneralisasi dengan frekuensi klaim berdistribusi binomial negatif dan besar klaim berdistribusi Pareto ini lebih adil karena sistem ini mempertimbangkan frekuensi klaim, besar klaim, dan variabel lokasi dalam mengestimasi risiko terjadinya klaim dari setiap pemegang polis.","Bonus-Malus system is a premium calculation system that is adjusted based on the claim experience of each policyholder. The optimal Bonus-Malus system is a system where policyholders who have submitted one or more claims will be subject to a malus penalty in the form of an increase in premiums, while for policyholders who do not claim will be given a reward in the form of a decrease in premium in the following period. In addition to encourage automobile insurance policyholders to drive carefully, this system aims to better assess individual risk. This thesis will discuss the design of generalized Bonus-Malus system with the claim frequency distribution is negative binomial and the claim severity distribution is Pareto on automobile insurance. Parameter estimation for claim frequency component is obtained using the maximum likelihood estimation and parameter estimation for the claim severity component is obtained using the quasi-likelihood estimation. Bayesian method is used to create premium tables. Based on case study using automobile insurance data of Jasindo company in 2014, the generalized Bonus Malus system with the claim frequency distribution is negative binomial and the claim severity distribution is Pareto, is more fair because this system considers the claim frequency, claim severity and variable of location in estimating the claim risk from each policy holder.","Kata Kunci : premi, sistem Bonus-Malus, distribusi binomial negatif, distribusi Pareto, model linear tergeneralisasi (GLM)"
http://etd.repository.ugm.ac.id/home/detail_pencarian/174542,Algoritma KAMILA untuk Analisis Clustering pada Data Tipe Campuran,"HANNY NUR HANIFAH, Prof. Dr. rer. nat. Dedi Rosadi, M. Sc.",2019 | Skripsi | S1 STATISTIKA,"Data yang tersedia untuk diolah dapat terdiri dari campuran data bertipe kontinu dan kategorik. Pengelompokkan data tipe campuran tersebut dapat dilakukan dengan beberapa metode. Namun beberapa metode memerlukan pembobotan yang tepat antara variabel kontinu dan variabel kategorik, serta perlunya asumsi parametrik yang kuat.  Algoritma KAMILA merupakan gabungan dari metode algoritma K-means dan Gaussian-multinomial mixture models, dimana nantinya algoritma KAMILA dapat menangani kelemahan dari dua metode tersebut. Selanjutnya dengan menggunakan nilai Adjusted Rand Index akan ditunjukkan bahwa algoritma KAMILA lebih baik dalam mengelompokkan data dibandingkan metode weighted K-means.","Datasets that available to process consist of mixed continuous and categorical data. There are several methods can be used for mixed data clustering analysis. We show that current clustering method need appropriate weighting between continuous and categorical data, also need strong parametric assumptions. KAMILA algorithm combines two popular methods, K-means algorithm and Gaussian-multinomial mixture models, that can handle their weakness. We show that KAMILA algorithm is better than weighted K-means method from their Adjusted Rand Index value.","Kata Kunci : Clustering, KAMILA, mixed data, data tipe campuran, K-means, Gaussian-multinomial mixture models"
http://etd.repository.ugm.ac.id/home/detail_pencarian/168152,PENERAPAN METODE KOMBINASI NAIVE BAYES DAN K NEAREST NEIGHBOR (cNK) DALAM ANALISIS KLASIFIKASI,"Diah Ayu Setyaningsih, Prof. Dr. rer. nat. Dedi Rosadi, M.Sc",2019 | Skripsi | S1 STATISTIKA,"Metode Naive Bayes dan K Nearest Neighbor memiliki kelemahan yang berlawanan. Metode Naive Bayes memiliki kelemahan dalam mengatasi atribut dengan tipe data numerik. Sedangkan K Nearest Neighbor memiliki kelemahan dalam mengatasi atribut dengan tipe data kategorik. Metode kombinasi Naive Bayes dan K Nearest Neighbor (cNK) adalah sebuah metode yang bertujuan meningkatkan performa dari kedua metode penyusunnya, yakni Naive Bayes dan K Nearest Neighbor, dengan menutupi kelemahan dari masing-masing metode. Dari hasil analisis dengan menggunakan tiga buah data set yang berbeda diperoleh kesimpulan bahwa metode cNK memiliki akurasi yang lebih tinggi dibandingkan dengan metode Naive Bayes dan K Nearest Neighbor.","Naive Bayes and K Nearest Neighbor method have opposite weakness. The weakness of Naive Bayes method is to deal with numerical attributes. While the weakness of K Nearest Neighbor is to deal with categorical attributes. Combination Naive Bayes and K Nearest Neighbor (cNK) method is a method that has a goal to improve the performance of both Naive Bayes and K Nearest Neighbor method by covering both method's weakness. In the case study, three different datasets are used. The conclusion from the analysis is cNK method has greather accuracy than Naive Bayes and K Nearest Neighbor method.","Kata Kunci : Naive Bayes, K Nearest Neighbor, cNK, akurasi, klasifikasi"
http://etd.repository.ugm.ac.id/home/detail_pencarian/171737,Penerapan Modified Restricted Liu Estimator dalam Menangani Masalah Multikolinearitas pada Model Regresi Logistik,"AFIFAH INDAH FLUORIANA, Drs. Zulaela, Dipl.Med.Stats.,M.Si",2019 | Skripsi | S1 STATISTIKA,"Regresi logistik merupakan analisis yang digunakan untuk mengetahui hubungan antara variabel dependen yang berdistribusi tak normal dengan variabel independen, dimana variabel dependen mempunyai dua atau lebih kategori. Koefisien parameter regresi logistik dapat diestimasi dengan metode maksimum likelihood estimator. Terdapat alternatif lain yang dapat mengestimasi koefisien parameter regresi logistik yaitu metode restricted maximum likelihood estimator dengan mempertimbangkan batasan linear. Namun ketika terdapat masalah multikolinearitas, metode modified restricted liu estimator lebih tepat digunakan.  Pada skripsi ini, modified restricted liu estimator pada analisis regresi logistik diaplikasikan untuk memodelkan faktor-faktor yang mempengaruhi risiko kredit macet di BPRS Khasanah Ummat Purwokerto, dimana terdapat masalah multikolinearitas. Rata-rata kuadrat galat dari restricted maximum likelihood estimator dan modified restricted liu estimator akan dibandingkan. Kemudian diperoleh hasil yang menunjukkan bahwa modified restricted liu estimator memberikan nilai rata-rata kuadrat galat yang lebih kecil dari restricted maximum likelihood estimator.","Logistic regression is an analysis used to determine the relationship between the dependent variable which is abnormally distributed and independent variables, where the dependent variable has two or more categories. The logistic regression parameter coefficient can be estimated using the maximum likelihood estimator method. There are other alternatives that can estimate the logistic regression parameter coefficient, namely the restricted method of maximum likelihood estimator by considering linear constraints. But when there are multicollinearity problems, the modified restricted liu estimator method is more appropriate to use. 	In this paper, modified restricted liu estimator in logistic regression analysis was applied to analyze the factors that affect the credit risk in BPRS Khasanah Ummat Purwokerto, where there are multicollinearity problems. The MSE of the restricted maximum likelihood estimator and modified restricted liu estimator will also be compared. Then the results obtained showed that modified restricted liu estimator gives a mean squared error is smaller than the restricted maximum likelihood estimator.","Kata Kunci :  regresi logistik, MLE, restricted MLE, multikolinearitas, liu estimator, modified restricted liu estimator, MSE"
http://etd.repository.ugm.ac.id/home/detail_pencarian/168164,GRAFIK PENGENDALI RATA-RATA BERGERAK TERTIMBANG EKSPONENSIAL DENGAN BATAS PENGENDALI ESTIMATOR ROBUST Qn DAN MEDIAN ABSOLUTE DEVIATION,"RAHMADINA ROSADI, Prof. Dr. rer.nat. Dedi Rosadi, S.Si., M.Sc",2019 | Skripsi | S1 STATISTIKA,"Untuk menjaga target kepuasan konsumen terhadap suatu produk, dalam proses produksi diperlukan teknik dan manajemen untuk memantau hasil produksi. Grafik pengendali merupakan salah satu alat yang digunakan untuk mendeteksi perilaku menyimpang dalam proses produksi. Grafik Pengendali Rata-rata Bergerak Tertimbang Eksponensial adalah salah satu teknik pengendalian proses statistik yang sering digunakan untuk mendeteksi pergeseran kecil dalam proses mean dan variansi, dengan asumsi dasar distribusi dari karakteristik kualitas adalah normal.Untuk proses non-normal, pendekatanrobust dapat diimplementasikan karena sifatnya yang kurang sensitive terhadap asumsi normalitas. Metode grafik yang akan di bahas kali ini adalah grafik pengendali rata-rata bergerak tertimbang eksponensial dengan batas pengendali menggunakan estimator robust Qn dan MAD.","To maintain the customer satisfaction of a product, in the process of production, technical and management are needed to monitor outputâ€™s production. The control chart is one of the tools used for detect deviant behavior in the production process. The Exponentially Weighted Moving Average (EWMA) chart is very popular in statistical process controlfor detecting the small shifts in process mean and variance. This chart performs well under the assumptionof normality but when data violate the assumption of normality, the robust approaches are needed.Methods that will be discussed is EWMA control chart with control limits using robust estimator Qn and MAD","Kata Kunci : grafik pengendali, exponentially weighted moving average, EWMA, robust, estimator, Qn, MAD, Interval Width, Expected Points Out"
http://etd.repository.ugm.ac.id/home/detail_pencarian/180964,Metode Robust MM Untuk Data Pencilan Dalam Model Seemingly Unrelated Regression,"ANNISA MUFIDAH, Prof. Drs. Subanar, Ph.D.",2019 | Skripsi | S1 STATISTIKA,"Model Seemingly Unrelated Regression (SUR) merupakan model regresi yang terdiri dari beberapa sistem persamaan regresi dimana terdapat korelasi error antar persamaan regresi tersebut. Masing-masing persamaan regresi dapat diestimasi dengan metode Ordinary Least Square (OLS), tetapi metode ini tidak efisien karena membuang informasi bahwa error antar persamaan saling berkorelasi. Salah satu metode estimasi parameter yang tepat untuk model SUR adalah metode Generalized Least Square (GLS). Namun, metode ini kurang mampu bertahan terhadap kehadiran outlier di dalam data pengamatan. Estimator MM adalah salah satu metode estimasi robust. Metode ini memiliki kemampuan bertahan terhadap kehadiran outlier. Estimator MM adalah estimator invariant dari regresi dan dapat mencapai breakdown point setinggi 50% dengan tingkat efisiensi hampir 90%, yang berarti dapat menangani hampir separuh dari observasi buruk dan memberikan pengaruh yang baik. Uji Lagrange Multiplier digunakan untuk menguji adanya korelasi dari error antar persamaan. Dalam penulisan skripsi ini dibahas mengenai contoh penerapan model SUR metode GLS dan metode robust MM pada studi kasus mengenai faktor-faktor yang mempengaruhi Penanaman Modal Asing pada Negara Indonesia dan China.","The Seemingly Unrelated Regression (SUR) model is a regression model that consists of several systems of regresson equations where errors between equations are contemporaneously correlated. Each regression equation can be estimated by Ordinary Least Square (OLS) method, but this method is inefficient because it discards information that the errors between the equations are correlated. One of the appropriate parameter estimation methods for the SUR model is Generalized Least Square (GLS) method. However, this method is less able to withstand the presence of outliers in the observation data. MM estimator is one of the robust estimation methods. This method has the ability to withstand the presence of outliers. MM estimators are invariant estimators of regression and can reach breakdown points as high as 50% with an efficiency level of almost 90%, which means they can handle almost half of bad observations and have good leverages. Lagrange Multiplier test is used to test the correlation of errors between the equations. In writing this paper, we discuss the examples of the application of the SUR model using GLS method and robust MM method in a case study of the factors that influence Foreign Direct Investment (FDI) in Indonesia and China.","Kata Kunci : seemingly unrelated regression, korelasi contemporaneous, generalized least square, robust MM, uji lagrange multiplier."
http://etd.repository.ugm.ac.id/home/detail_pencarian/183781,DAERAH KEPERCAYAAN UNTUK LINTASAN RIDGE RESPON GANDA,"INAYATUL KHOIRIYAH, Danang Teguh Qoyyimi, M.Sc., Ph.D.",2019 | Skripsi | S1 STATISTIKA,"Analisis ridge mempunyai peranan penting dalam metode permukaan respon, yang mana dapat mengeksplorasi kondisi operasi optimal dari faktor-faktor percobaan. Model seemingly unrelated regression (SUR) diaplikasikan untuk mendapatkan model permukaan respon ganda. Model SUR dapat menentukan model sesuai untuk tiap respon sebagai suatu sistem persamaan yang mempunyai korelasi satu sama lain. Respon-respon hasil estimasi ditrasnformasi melalui fungsi desirability yang kemudian dioptimasi dengan kendala-kendala tertentu. Lintasan ridge dihasilkan dari plot antara desirability maksimum dan radius, yaitu nilai maksimum overall desirability dan jarak faktor-faktor optimal dari pusat daerah percobaan. Plot berupa lintasan ridge tersebut beserta interval kepercayaan disebut sebagai daerah kepercayaan untuk lintasan ridge repon ganda.","Ridge analysis has an important role in the response surface methodology, which can explore the optimal operating conditions of the experimental factors. The seemingly unrelated regression (SUR) model was applied to fit a multi-response surface model. The SUR model could fit the model of each response as a system of equations that have correlation with each other. The estimated responses are transformed via desirability function, then optimized with certain constraints. The ridge path is defined as a plot between the maximum desirability and radius, that are the maximum value of overall desirability and the distance of the optimal factors from the center of the experiment region. The plot of the ridge path along with the confidence interval is called as the confidence region for a multi-response ridge path.","Kata Kunci : multi-response surface methodology, seemingly unrelated regression, desirability function, generalized reducent gradient."
